Group,Group_ScatterPlot,MAG,Completeness,Contamination,Strain_Heterogeneity,N50,Assembly_Type,Assembly_Source
All MAGs,MQ,C039-M06_stoolxbin.32.SR_stool,89.98,5.96,35.71,98079,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_N11_DP_BAPcstx43-1_N11_DP_BAPcst.002_sub.SR_plate,89.98,5.51,77.78,30197,MetaSPAdes (SR),Plate
All MAGs,MQ,C020-M07x32_sub.SR_stool,89.98,2.64,66.67,58768,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_74x39-2_late__39-2_74.034.LR_stool,89.98,0,0,599433,MetaFlye2 (LR),Stool
All MAGs,LQ,20-2_97x20-2_97.023_sub.SR_stool,89.97,43.73,14.29,54752,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_35x20-1_late__20-1_35.043.LR_stool,89.97,2.47,36.36,453548,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_90x43-1_90.026_sub.SR_stool,89.96,7.93,25.64,203468,MetaSPAdes (SR),Stool
All MAGs,MQ,39-1_94x39-1_94.025.SR_stool,89.96,6.07,60.87,33273,MetaSPAdes (SR),Stool
All MAGs,MQ,17-2_99_stoolxbin.46.SR_stool,89.96,3.45,41.67,8008,MetaSPAdes (SR),Stool
All MAGs,MQ,40-2_94x63_sub.SR_stool,89.96,3.27,5,16902,MetaSPAdes (SR),Stool
All MAGs,MQ,40-2_94xbin.95.SR_stool,89.96,0.95,50,60080,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_14x101.SR_stool,89.96,0.29,33.33,161791,MetaSPAdes (SR),Stool
All MAGs,MQ,C040-M00_LKVx27_sub.SR_plate,89.95,4.97,25,8803,MetaSPAdes (SR),Plate
All MAGs,MQ,C047-M07_stoolx116_sub.SR_stool,89.95,2.72,20,6757,MetaSPAdes (SR),Stool
All MAGs,MQ,47-1_37_stoolxbin.96.SR_stool,89.95,0.67,0,128533,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_47xbin.63.SR_stool,89.94,4.86,20.69,83502,MetaSPAdes (SR),Stool
All MAGs,MQ,C014-M00_stoolxbin.26_sub.SR_stool,89.94,2.35,40,11336,MetaSPAdes (SR),Stool
All MAGs,LQ,39-1_94x39-1_94.062_sub.SR_stool,89.93,16.22,11.11,30266,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_90x43-1_90.005_sub.SR_stool,89.93,9.12,5.66,111444,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_94x39-2_94.056.SR_stool,89.93,6.77,0,76463,MetaSPAdes (SR),Stool
All MAGs,MQ,29-2_36_stoolxbin.32_sub.SR_stool,89.93,3.36,0,222467,MetaSPAdes (SR),Stool
All MAGs,MQ,C019-M00xbin.2.SR_stool,89.93,2.68,0,214605,MetaSPAdes (SR),Stool
All MAGs,MQ,08-1_9x12_sub.LR_stool,89.93,1.86,54.55,224512,MetaFlye2 (LR),Stool
All MAGs,MQ,17-1_100_stoolxbin.30.SR_stool,89.93,1.68,33.33,166592,MetaSPAdes (SR),Stool
All MAGs,MQ,C008-M06xbin.32.SR_stool,89.93,1.34,0,93573,MetaSPAdes (SR),Stool
All MAGs,MQ,C020-M36x22.LR_stool,89.93,1.34,100,530984,MetaFlye2 (LR),Stool
All MAGs,MQ,C043-M01_stoolxbin.8.SR_stool,89.93,1.34,0,97151,MetaSPAdes (SR),Stool
All MAGs,MQ,47-1_7_stoolxbin.57.SR_stool,89.93,1.34,0,84261,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_18x45.LR_stool,89.93,1.01,0,275516,MetaFlye2 (LR),Stool
All MAGs,MQ,C017-M23_stoolxbin.67.SR_stool,89.93,0.67,0,159124,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_9xbin.8.SR_stool,89.93,0.02,100,80899,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_66x43-1_late__43-1_66.015.LR_stool,89.93,0,0,1949925,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_73x43-1_late__43-1_73.010.LR_stool,89.93,0,0,1942935,MetaFlye2 (LR),Stool
All MAGs,MQ,19-1_35_stoolx19-1_35_stool.017.SR_stool,89.93,0,0,288894,MetaSPAdes (SR),Stool
All MAGs,MQ,29-1_95x29-1_95.031.SR_stool,89.93,0,0,506937,MetaSPAdes (SR),Stool
All MAGs,LQ,08-1_11xbin.47_sub.SR_stool,89.92,11.63,89.29,26296,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_36xbin.60.LR_stool,89.92,9.41,94.44,285829,MetaFlye2 (LR),Stool
All MAGs,MQ,8-1_11_DP_BAPcstxbin.10.SR_plate,89.92,0.94,0,23923,MetaSPAdes (SR),Plate
All MAGs,MQ,08-2_11x29.LR_stool,89.91,0,0,61664,MetaFlye2 (LR),Stool
All MAGs,MQ,C020-M00xC020__C020-M00.041.LR_stool,89.91,0,0,413044,MetaFlye2 (LR),Stool
All MAGs,MQ,20-1_11x30_sub.SR_stool,89.9,1.36,60,121727,MetaSPAdes (SR),Stool
All MAGs,MQ,08-2_N6x64.SR_stool,89.9,0.88,25,29880,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_41x22.LR_stool,89.9,0.67,0,493012,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_73_WCx19.SR_plate,89.9,0.14,0,13103,MetaSPAdes (SR),Plate
All MAGs,MQ,C039-M00x49.LR_stool,89.9,0,0,168930,MetaFlye2 (LR),Stool
All MAGs,LQ,8-2_11_DP_BAPcstx8-2_11_DP_BAPcst.016_sub.SR_plate,89.89,43.89,12.24,10504,MetaSPAdes (SR),Plate
All MAGs,LQ,40-1_93xbin.49.SR_stool,89.89,12.93,71.15,72298,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_35x20-2_late__20-2_35.039_sub.LR_stool,89.89,9,0,411424,MetaFlye2 (LR),Stool
All MAGs,MQ,C014-M06xC014__C014-M06.012.LR_stool,89.89,4.49,0,371744,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_8xbin.23_sub.SR_stool,89.88,3.74,52.94,62080,MetaSPAdes (SR),Stool
All MAGs,MQ,08-2_95x8-2_late__08-2_95.008.LR_stool,89.87,5.22,33.33,283655,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_2x43-1_2.013_sub.SR_stool,89.87,4.43,11.11,461432,MetaSPAdes (SR),Stool
All MAGs,MQ,39-1_36_stoolx9.SR_stool,89.87,1.9,66.67,148806,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_35_stoolxbin.71.SR_stool,89.87,1.8,0,37678,MetaSPAdes (SR),Stool
All MAGs,MQ,17-1_36_stoolx17-1_36_stool.001.SR_stool,89.87,1.58,0,159178,MetaSPAdes (SR),Stool
All MAGs,MQ,29-2_36_stoolxbin.75.SR_stool,89.87,1.27,50,196140,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_36xbin.12.SR_stool,89.87,0.63,0,292087,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_9x40-1_9.005.SR_stool,89.87,0.63,0,692196,MetaSPAdes (SR),Stool
All MAGs,MQ,C020-M00x51.SR_stool,89.87,0.63,0,156356,MetaSPAdes (SR),Stool
All MAGs,MQ,29-1_20x82_sub.SR_stool,89.86,5.17,43.48,65960,MetaSPAdes (SR),Stool
All MAGs,MQ,29-1_14x29-1_14.004.SR_stool,89.86,2.07,45.45,594848,MetaSPAdes (SR),Stool
All MAGs,MQ,40-2_10xbin.37.LR_stool,89.86,2.02,84.62,414144,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_90x59.LR_stool,89.85,1.27,0,1097327,MetaFlye2 (LR),Stool
All MAGs,MQ,C039-M06x48_sub.LR_stool,89.85,0.67,100,168961,MetaFlye2 (LR),Stool
All MAGs,MQ,47-1_88xbin.18.SR_stool,89.84,0.83,0,39322,MetaSPAdes (SR),Stool
All MAGs,MQ,C047-M24_stoolxbin.66.SR_stool,89.83,0,0,123655,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_47xbin.98_sub.SR_stool,89.82,2.68,40,30925,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_35_stoolx62_sub.SR_stool,89.82,1.8,37.5,21851,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_97x30.SR_stool,89.82,1.01,33.33,18338,MetaSPAdes (SR),Stool
All MAGs,LQ,39-2_74x103_sub.SR_stool,89.81,14.6,0,46326,MetaSPAdes (SR),Stool
All MAGs,MQ,43-2_36_stoolx43-2_36_stool.020.SR_stool,89.81,5.89,29.17,52643,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_66x43-1_66.001.SR_stool,89.81,2.82,21.43,87212,MetaSPAdes (SR),Stool
All MAGs,MQ,C014-M36xC014-M36.038.SR_stool,89.81,2.16,66.67,58966,MetaSPAdes (SR),Stool
All MAGs,MQ,29-2_95x29-2_late__29-2_95.039.LR_stool,89.81,1.6,0,651026,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_94x10_sub.LR_stool,89.8,4.76,83.33,289771,MetaFlye2 (LR),Stool
All MAGs,MQ,C039-M06_stoolxC039-M06_stool.039.SR_stool,89.8,1.8,0,208312,MetaSPAdes (SR),Stool
All MAGs,MQ,C029-M36xbin.13.SR_stool,89.8,0.68,0,37367,MetaSPAdes (SR),Stool
All MAGs,MQ,43-2_8x43-2_early__43-2_8.011.LR_stool,89.8,0.63,0,133174,MetaFlye2 (LR),Stool
All MAGs,LQ,47-2_37_stoolx78_sub.SR_stool,89.79,46.79,8.55,9533,MetaSPAdes (SR),Stool
All MAGs,LQ,20-2_18x62.SR_stool,89.79,20.59,11.36,11320,MetaSPAdes (SR),Stool
All MAGs,LQ,C043-M24xbin.25_sub.SR_stool,89.79,18.66,48.94,47128,MetaSPAdes (SR),Stool
All MAGs,MQ,47-2_37_stoolx106.SR_stool,89.79,1.24,0,13422,MetaSPAdes (SR),Stool
All MAGs,MQ,C029-M06x91_sub.SR_stool,89.79,0.74,0,219831,MetaSPAdes (SR),Stool
All MAGs,LQ,C039-M00xC039-M00.028_sub.SR_stool,89.78,14.41,10,31183,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_54x30.LR_stool,89.78,0.63,0,1910675,MetaFlye2 (LR),Stool
All MAGs,MQ,C017-M23_stoolxbin.34.SR_stool,89.78,0.52,66.67,18067,MetaSPAdes (SR),Stool
All MAGs,MQ,19-2_95x74_sub.LR_stool,89.78,0,0,430186,MetaFlye2 (LR),Stool
All MAGs,LQ,39-2_66xbin.107_sub.SR_stool,89.77,43.33,23.58,39121,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_93x40-1_93.058.SR_stool,89.77,6.77,6.67,43048,MetaSPAdes (SR),Stool
All MAGs,MQ,43-2_12xbin.48_sub.SR_stool,89.77,6.68,28.21,114000,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_N11xbin.27.SR_stool,89.77,6.43,0,329975,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_35xbin.73.LR_stool,89.77,2.73,42.86,1764008,MetaFlye2 (LR),Stool
All MAGs,MQ,40-2_16x7.LR_stool,89.77,2.01,0,538432,MetaFlye2 (LR),Stool
All MAGs,MQ,47-2_7_stoolxbin.15.SR_stool,89.77,0,0,244331,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_88xbin.74.SR_stool,89.76,3.05,80,9169,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_34x48.LR_stool,89.76,1.27,50,298067,MetaFlye2 (LR),Stool
All MAGs,MQ,17-2_36_BAPx79_sub.SR_plate,89.75,2.43,27.27,8416,MetaSPAdes (SR),Plate
All MAGs,MQ,20-2_14x55.SR_stool,89.75,1.66,25,22214,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_88x43.SR_stool,89.75,1.36,50,9249,MetaSPAdes (SR),Stool
All MAGs,MQ,C039-M00x7_sub.SR_stool,89.75,1.32,0,29422,MetaSPAdes (SR),Stool
All MAGs,MQ,17-1_100_stoolx12.SR_stool,89.75,0.67,100,18880,MetaSPAdes (SR),Stool
All MAGs,MQ,29-1_95x29-1_95.010_sub.SR_stool,89.75,0,0,138972,MetaSPAdes (SR),Stool
All MAGs,LQ,20-2_39x20-2_late__20-2_39.040_sub.LR_stool,89.74,11.06,57.14,216621,MetaFlye2 (LR),Stool
All MAGs,MQ,47-2_37x90.LR_stool,89.74,5.82,7.69,118660,MetaFlye2 (LR),Stool
All MAGs,MQ,29-1_95x29-1_95.026.SR_stool,89.74,0.85,0,543865,MetaSPAdes (SR),Stool
All MAGs,LQ,cat_20-2_76x20-2_late_cat_20-2_76_BAP.003.LR_plate,89.73,30.04,0.77,88749,MetaFlye2 (LR),Plate
All MAGs,MQ,20-2_14x20-2_14.030_sub.SR_stool,89.72,6.04,5.88,26714,MetaSPAdes (SR),Stool
All MAGs,MQ,C047-M24xC047__C047-M24.046.LR_stool,89.72,0.89,0,222804,MetaFlye2 (LR),Stool
All MAGs,LQ,20-2_5_BAPxbin.4_sub.SR_plate,89.71,16.18,18.75,25359,MetaSPAdes (SR),Plate
All MAGs,MQ,20-2_47xbin.31.SR_stool,89.71,3.02,33.33,28264,MetaSPAdes (SR),Stool
All MAGs,MQ,19-2_95x87.LR_stool,89.71,0.67,0,359053,MetaFlye2 (LR),Stool
All MAGs,LQ,20-1_97x133_sub.SR_stool,89.7,51.07,2.13,15996,MetaSPAdes (SR),Stool
All MAGs,LQ,C017-M06_stoolx83_sub.SR_stool,89.69,28.83,1.25,12169,MetaSPAdes (SR),Stool
All MAGs,LQ,20-2_23xbin.39_sub.LR_stool,89.69,14.92,4,755504,MetaFlye2 (LR),Stool
All MAGs,MQ,C040-M24xbin.11.SR_stool,89.69,3.36,25,12746,MetaSPAdes (SR),Stool
All MAGs,MQ,14-1_11x14-1_early__14-1_11.009_sub.LR_stool,89.69,0.89,0,1665424,MetaFlye2 (LR),Stool
All MAGs,MQ,29-2_95x32_sub.LR_stool,89.69,0,0,286871,MetaFlye2 (LR),Stool
All MAGs,MQ,C029-M06xbin.35.SR_stool,89.69,0,0,24403,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_52_BAPx38.SR_plate,89.68,1.89,66.67,7364,MetaSPAdes (SR),Plate
All MAGs,MQ,39-2_N11x60_sub.SR_stool,89.68,0.8,0,18778,MetaSPAdes (SR),Stool
All MAGs,LQ,19-2_36x4.LR_stool,89.67,12.87,100,280355,MetaFlye2 (LR),Stool
All MAGs,LQ,C019-M22_BAPxC019-M22_BAP.002.SR_plate,89.67,12.11,29.59,82426,MetaSPAdes (SR),Plate
All MAGs,MQ,C040-M36_BAPx40.SR_plate,89.67,2.72,93.33,6853,MetaSPAdes (SR),Plate
All MAGs,LQ,C040-M24xbin.78.SR_stool,89.66,37.93,52.63,50495,MetaSPAdes (SR),Stool
All MAGs,LQ,39-1_8xbin.33_sub.SR_stool,89.66,13.95,62.5,322728,MetaSPAdes (SR),Stool
All MAGs,LQ,C008-M36xbin.65_sub.SR_stool,89.66,11.05,80.95,7199,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_10x56_sub.SR_stool,89.66,9.01,7.14,3318,MetaSPAdes (SR),Stool
All MAGs,MQ,C020-M07x79_sub.LR_stool,89.66,4.17,65.62,175956,MetaFlye2 (LR),Stool
All MAGs,MQ,29-1_67xbin.66_sub.SR_stool,89.65,2.21,100,88172,MetaSPAdes (SR),Stool
All MAGs,LQ,17-1_97xbin.70_sub.LR_stool,89.64,12.12,94.29,77979,MetaFlye2 (LR),Stool
All MAGs,LQ,40-1_13xbin.9_sub.LR_stool,89.63,44.23,84.19,243407,MetaFlye2 (LR),Stool
All MAGs,LQ,17-1_97x17-1_late__17-1_97.041_sub.LR_stool,89.63,16.6,29.79,765721,MetaFlye2 (LR),Stool
All MAGs,MQ,29-1_23xbin.53_sub.SR_stool,89.63,2.14,0,13769,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_34x19.SR_stool,89.63,0.62,100,9759,MetaSPAdes (SR),Stool
All MAGs,MQ,47-2_37xbin.80.LR_stool,89.62,6.05,56,109407,MetaFlye2 (LR),Stool
All MAGs,LQ,47-2_37_BAPxbin.22_sub.SR_plate,89.61,43.02,9.7,3626,MetaSPAdes (SR),Plate
All MAGs,MQ,47-2_37_stoolxbin.102.SR_stool,89.6,2.68,25,50863,MetaSPAdes (SR),Stool
All MAGs,MQ,C020-M00xC020-M00.058.SR_stool,89.6,2.63,16.67,98650,MetaSPAdes (SR),Stool
All MAGs,MQ,C020-M24x33.LR_stool,89.6,1.34,0,176786,MetaFlye2 (LR),Stool
All MAGs,MQ,14-2_95_stoolx9_sub.SR_stool,89.6,0.78,50,99220,MetaSPAdes (SR),Stool
All MAGs,MQ,17-2_99_stoolxbin.65.SR_stool,89.6,0.68,0,41383,MetaSPAdes (SR),Stool
All MAGs,MQ,17-1_10x45.LR_stool,89.6,0.13,0,2073713,MetaFlye2 (LR),Stool
All MAGs,MQ,17-2_99x17-2_late__17-2_99.055.LR_stool,89.6,0,0,448054,MetaFlye2 (LR),Stool
All MAGs,MQ,43-2_12x28.LR_stool,89.6,0,0,88810,MetaFlye2 (LR),Stool
All MAGs,MQ,47-1_88x47-1_late__47-1_88.035.LR_stool,89.6,0,0,589071,MetaFlye2 (LR),Stool
All MAGs,MQ,19-2_95x21.LR_stool,89.59,9.93,66.22,342661,MetaFlye2 (LR),Stool
All MAGs,MQ,29-1_88x36.SR_stool,89.59,2.44,27.27,10891,MetaSPAdes (SR),Stool
All MAGs,MQ,19-2_N16_CMBcst_WCx19-2_N16_CMBcst_WC.011_sub.SR_plate,89.58,2.51,13.04,11439,MetaSPAdes (SR),Plate
All MAGs,MQ,C017-M06_stoolx25.SR_stool,89.58,2.37,14.29,20416,MetaSPAdes (SR),Stool
All MAGs,MQ,14-1_36_stoolxbin.13.SR_stool,89.58,0.16,100,17527,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_66x43.LR_stool,89.57,1.02,0,556328,MetaFlye2 (LR),Stool
All MAGs,MQ,29-1_42x29-1_42.012_sub.SR_stool,89.57,0.86,37.5,236703,MetaSPAdes (SR),Stool
All MAGs,MQ,C043-M36x67.SR_stool,89.56,2.41,11.11,4847,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_46xbin.18.SR_stool,89.56,1.58,0,91821,MetaSPAdes (SR),Stool
All MAGs,MQ,19-1_95x19-1_late__19-1_95.038_sub.LR_stool,89.56,0.95,0,281803,MetaFlye2 (LR),Stool
All MAGs,MQ,39-1_8x45_sub.SR_stool,89.55,1.9,0,115704,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_88x85_sub.SR_stool,89.55,0.77,0,12446,MetaSPAdes (SR),Stool
All MAGs,LQ,C039-M24_stoolxbin.77_sub.SR_stool,89.54,12.26,56.25,68877,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_8_DPxbin.3.LR_plate,89.54,2.42,33.33,94142,MetaFlye2 (LR),Plate
All MAGs,LQ,43-1_21x43-1_21.019_sub.SR_stool,89.53,42.28,44.53,6985,MetaSPAdes (SR),Stool
All MAGs,LQ,08-2_9xbin.15_sub.LR_stool,89.53,32.07,73.38,83510,MetaFlye2 (LR),Stool
All MAGs,MQ,C017-M00_BAPx2_sub.SR_plate,89.53,7.36,76.47,28193,MetaSPAdes (SR),Plate
All MAGs,MQ,C020-M36xbin.93.SR_stool,89.52,2.76,33.33,18928,MetaSPAdes (SR),Stool
All MAGs,MQ,29-1_20x79.SR_stool,89.52,1.74,0,5821,MetaSPAdes (SR),Stool
All MAGs,MQ,43-2_94x60.SR_stool,89.51,1.24,0,8098,MetaSPAdes (SR),Stool
All MAGs,MQ,40-2_35_stoolxbin.27.SR_stool,89.51,0.7,0,286267,MetaSPAdes (SR),Stool
All MAGs,LQ,47-1_88x46.LR_stool,89.5,22.41,44,220698,MetaFlye2 (LR),Stool
All MAGs,MQ,19-1_N16_CMBcst_WCx1_sub.SR_plate,89.5,5.51,18.75,5944,MetaSPAdes (SR),Plate
All MAGs,MQ,20-2_39x48.LR_stool,89.5,4.15,100,526143,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_81_BAPx5.SR_plate,89.5,3.66,25,21182,MetaSPAdes (SR),Plate
All MAGs,MQ,C020-M00x87.LR_stool,89.5,1.27,50,210065,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_40x52.LR_stool,89.5,0,0,1097419,MetaFlye2 (LR),Stool
All MAGs,LQ,40-2_13x85_sub.SR_stool,89.49,10.56,66.67,7984,MetaSPAdes (SR),Stool
All MAGs,MQ,43-2_36_stoolx38_sub.SR_stool,89.49,2.59,16.67,17099,MetaSPAdes (SR),Stool
All MAGs,MQ,14-2_95_stoolxbin.80_sub.SR_stool,89.49,1.27,33.33,54859,MetaSPAdes (SR),Stool
All MAGs,LQ,47-2_7_stoolx16_sub.SR_stool,89.48,33.07,84.34,40439,MetaSPAdes (SR),Stool
All MAGs,LQ,43-1_34x43-1_34.017_sub.SR_stool,89.47,62.84,30.16,107484,MetaSPAdes (SR),Stool
All MAGs,LQ,C040-M36xbin.57_sub.SR_stool,89.47,52.63,38.3,64446,MetaSPAdes (SR),Stool
All MAGs,LQ,47-1_37xbin.77.LR_stool,89.47,44.74,89.36,82503,MetaFlye2 (LR),Stool
All MAGs,LQ,40-2_10x40-2_10.041_sub.SR_stool,89.47,27.19,30,9776,MetaSPAdes (SR),Stool
All MAGs,LQ,47-2_88x47-2_late__47-2_88.040_sub.LR_stool,89.47,18.71,0,514618,MetaFlye2 (LR),Stool
All MAGs,LQ,19-1_95x19-1_late__19-1_95.024_sub.LR_stool,89.47,14.04,17.14,253000,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_66x43-1_66.019_sub.SR_stool,89.47,7.34,17.65,43643,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_93x99.LR_stool,89.47,4.86,90,261113,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_74xbin.53.SR_stool,89.47,1.63,66.67,16382,MetaSPAdes (SR),Stool
All MAGs,MQ,43-2_94xbin.44.SR_stool,89.47,0,0,315334,MetaSPAdes (SR),Stool
All MAGs,LQ,43-1_66x43-1_late__43-1_66.011.LR_stool,89.46,21.79,67.61,349693,MetaFlye2 (LR),Stool
All MAGs,LQ,20-2_39x125_sub.SR_stool,89.46,12.55,35.11,10255,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_40x70.SR_stool,89.46,1.36,50,27322,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_52xbin.5.LR_stool,89.46,0.68,0,271633,MetaFlye2 (LR),Stool
All MAGs,MQ,19-2_95x19-2_95.029.SR_stool,89.46,0.68,0,244871,MetaSPAdes (SR),Stool
All MAGs,MQ,C014-M27xC014__C014-M27.057_sub.LR_stool,89.45,0.9,0,780100,MetaFlye2 (LR),Stool
All MAGs,LQ,39-2_74x39-2_74.055_sub.SR_stool,89.44,55.64,29.52,10792,MetaSPAdes (SR),Stool
All MAGs,LQ,C047-M07_LKVxC047-M07_LKV.005.SR_plate,89.44,17.29,25.84,40608,MetaSPAdes (SR),Plate
All MAGs,LQ,39-1_36xbin.60.LR_stool,89.44,11.5,59.09,181766,MetaFlye2 (LR),Stool
All MAGs,MQ,C019-M00x43.SR_stool,89.44,2.77,35.29,10984,MetaSPAdes (SR),Stool
All MAGs,LQ,19-2_36_stoolxbin.58_sub.SR_stool,89.43,18.9,20,43439,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_11xbin.6.SR_stool,89.42,0.2,0,23549,MetaSPAdes (SR),Stool
All MAGs,LQ,29-1_53x6_sub.LR_stool,89.4,48.52,43.08,81477,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_36x39-2_36.030_sub.SR_stool,89.4,8.99,69.23,84109,MetaSPAdes (SR),Stool
All MAGs,MQ,40-2_16x40-2_late__40-2_16.016_sub.LR_stool,89.4,3.77,0,333332,MetaFlye2 (LR),Stool
All MAGs,MQ,19-2_N16x19-2_N16.032.SR_stool,89.4,1.48,0,27082,MetaSPAdes (SR),Stool
All MAGs,MQ,08-2_36_stoolxbin.31.SR_stool,89.4,0,0,105435,MetaSPAdes (SR),Stool
All MAGs,MQ,C014-M36_BAPxbin.2.SR_plate,89.4,0,0,42948,MetaSPAdes (SR),Plate
All MAGs,MQ,43-1_40x4.LR_stool,89.38,0,0,560587,MetaFlye2 (LR),Stool
All MAGs,MQ,19-2_95x131_sub.SR_stool,89.37,3.45,6.25,84172,MetaSPAdes (SR),Stool
All MAGs,MQ,C043-M01_stoolxbin.74.SR_stool,89.37,1.79,50,57450,MetaSPAdes (SR),Stool
All MAGs,MQ,C014-M36xbin.41.LR_stool,89.35,7.05,93.33,128338,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_54x50.LR_stool,89.35,5.13,0,2124507,MetaFlye2 (LR),Stool
All MAGs,MQ,C029-M24x62.LR_stool,89.35,1.27,0,227393,MetaFlye2 (LR),Stool
All MAGs,MQ,C039-M06_stoolxbin.94.SR_stool,89.35,0.69,50,50039,MetaSPAdes (SR),Stool
All MAGs,MQ,47-2_10xbin.9.LR_stool,89.34,4.42,85.71,142826,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_47x69.LR_stool,89.34,1.27,0,191619,MetaFlye2 (LR),Stool
All MAGs,MQ,C014-M27xC014__C014-M27.014.LR_stool,89.34,0.81,0,265633,MetaFlye2 (LR),Stool
All MAGs,MQ,C014-M36xbin.121.SR_stool,89.32,0,0,49288,MetaSPAdes (SR),Stool
All MAGs,LQ,29-1_33_BAPx29-1_33_BAP.028_sub.SR_plate,89.31,11.19,19.72,24892,MetaSPAdes (SR),Plate
All MAGs,MQ,C014-M36xbin.23_sub.SR_stool,89.31,5.24,43.75,30795,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_15_WCx10.SR_plate,89.31,2.02,0,3724,MetaSPAdes (SR),Plate
All MAGs,MQ,C014-M00_stoolxC014-M00_stool.051_sub.SR_stool,89.31,1.48,0,59575,MetaSPAdes (SR),Stool
All MAGs,MQ,47-1_10xbin.7.SR_stool,89.3,6.87,25,16677,MetaSPAdes (SR),Stool
All MAGs,MQ,08-2_11x42.SR_stool,89.3,2.67,12.5,16013,MetaSPAdes (SR),Stool
All MAGs,MQ,14-2_95_stoolxbin.107_sub.SR_stool,89.3,2.35,0,152979,MetaSPAdes (SR),Stool
All MAGs,LQ,C020-M24x2_sub.LR_stool,89.29,31.58,34.33,179545,MetaFlye2 (LR),Stool
All MAGs,LQ,17-2_16xbin.15.LR_stool,89.29,21.27,98.84,104103,MetaFlye2 (LR),Stool
All MAGs,MQ,39-1_94_DP_BAPcstx39-1_94_DP_BAPcst.006.SR_plate,89.29,3.84,47.83,45875,MetaSPAdes (SR),Plate
All MAGs,MQ,39-2_74x126_sub.SR_stool,89.29,3.74,23.08,60124,MetaSPAdes (SR),Stool
All MAGs,MQ,47-1_37_stoolx75.SR_stool,89.29,0.97,50,91519,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_10xbin.8_sub.LR_stool,89.29,0,0,214081,MetaFlye2 (LR),Stool
All MAGs,MQ,17-1_36x38.LR_stool,89.28,1.84,0,1153893,MetaFlye2 (LR),Stool
All MAGs,MQ,47-1_37x47-1_late__47-1_37.059.LR_stool,89.26,5.37,20.83,234412,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_47xbin.79.LR_stool,89.26,4.33,72.22,486476,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_54_stoolx110.SR_stool,89.26,1.51,100,57928,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_93xbin.42.LR_stool,89.26,0.67,100,297270,MetaFlye2 (LR),Stool
