MAG,Individual,LoPthruTP2,Aggregate_Adjusted_popSNP_Count,Taxa,PersistingMAG_ct,Unique_DataPoint_ct,TP1,First_Recorded_TP,LastMOL_lqfood,First_recorded_TP_Weaning,TP2_Weaning,Group,Initial_Colonization
29-1_14x63_sub.SR_stool.fasta,29-1,0.083333333,0,Blautia sp.,11,36,15,14,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_14x63_sub.SR_stool.fasta,29-1,0.25,0,Blautia sp.,11,36,17,14,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-2_N15x30.SR_stool.fasta,43-2,0.25,2.48875329,Blautia sp.,11,36,15,12,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
40-1_35_stoolxbin.99.SR_stool.fasta,40-1,1.833333333,8.149443982,Blautia sp.,11,36,35,13,13,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-2_14xbin.7.SR_stool.fasta,29-2,0.25,18.04163914,Blautia sp.,11,36,17,14,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_12x3.LR_stool.fasta,29-1,0.666666667,2.004025567,Blautia wexlerae,11,40,17,9,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_12x3.LR_stool.fasta,29-1,0.75,3.005655287,Blautia wexlerae,11,40,18,9,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-2_20x29_sub.SR_stool.fasta,39-2,0.333333333,11.9346465,Blautia wexlerae,11,40,14,10,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
17-1_10x17-1_early__17-1_10.001.LR_stool.fasta,17-1,0.5,12.12569129,Blautia wexlerae,11,40,16,10,13,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
40-2_13x34_sub.SR_stool.fasta,40-2,0.5,14.30795503,Blautia wexlerae,11,40,16,10,13,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17x43-1_17.006.SR_stool.fasta,43-1,1.333333333,16.26130571,Blautia wexlerae,11,40,24,8,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17x43-1_17.006.SR_stool.fasta,43-1,2.166666667,18.37371802,Blautia wexlerae,11,40,34,8,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17x43-1_17.006.SR_stool.fasta,43-1,2.666666667,29.18985313,Blautia wexlerae,11,40,40,8,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_40x14.LR_stool.fasta,43-1,1.416666667,30.21659459,Blautia wexlerae,11,40,24,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17x43-1_17.006.SR_stool.fasta,43-1,3.166666667,32.4540832,Blautia wexlerae,11,40,46,8,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_40x14.LR_stool.fasta,43-1,2.75,37.56585845,Blautia wexlerae,11,40,40,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_40x14.LR_stool.fasta,43-1,3.25,43.9768125,Blautia wexlerae,11,40,46,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_40x14.LR_stool.fasta,43-1,4.916666667,54.40179909,Blautia wexlerae,11,40,66,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_40x14.LR_stool.fasta,43-1,6.166666667,64.37668265,Blautia wexlerae,11,40,81,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_40x14.LR_stool.fasta,43-1,6.916666667,67.7686416,Blautia wexlerae,11,40,90,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-1_8xbin.18_sub.SR_stool.fasta,39-1,0.5,1.268784499,Clostridia bacterium,7,14,14,8,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
08-2_11x77.SR_stool.fasta,2-Aug,0.25,0,Clostridium sp.,18,39,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-2_14x13.LR_stool.fasta,39-2,0.25,0,Clostridium sp.,18,39,14,11,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
17-1_6_stoolx16_sub.SR_stool.fasta,17-1,0.5,0,Clostridium sp.,18,39,16,10,13,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_8x71.SR_stool.fasta,43-1,0.416666667,0,Clostridium sp.,18,39,16,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_15x36.SR_stool.fasta,29-1,0.25,1.192394236,Clostridium sp.,18,39,17,14,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_15x36.SR_stool.fasta,29-1,0.333333333,6.138671623,Clostridium sp.,18,39,18,14,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-2_14x9.LR_stool.fasta,39-2,0.333333333,6.336975366,Clostridium sp.,18,39,14,10,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-2_18xbin.27.LR_stool.fasta,39-2,0.166666667,7.033012279,Clostridium sp.,18,39,13,11,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
19-1_10xbin.34.SR_stool.fasta,19-1,0.5,8.806927977,Clostridium sp.,18,39,16,10,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_N11x65.SR_stool.fasta,43-1,0.416666667,2.160451591,Collinsella sp.,14,59,12,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
14-1_N14_stoolx48.SR_stool.fasta,14-1,0.25,2.227851692,Collinsella sp.,14,59,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-2_12x19_sub.SR_stool.fasta,43-2,0.666666667,3.182614794,Collinsella sp.,14,59,15,7,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_N11x65.SR_stool.fasta,43-1,0.583333333,3.30060901,Collinsella sp.,14,59,14,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_N11x65.SR_stool.fasta,43-1,1.166666667,5.860910806,Collinsella sp.,14,59,21,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_N11x65.SR_stool.fasta,43-1,1.416666667,9.22185565,Collinsella sp.,14,59,24,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-2_12x19_sub.SR_stool.fasta,43-2,2.416666667,18.00421712,Collinsella sp.,14,59,36,7,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_N11x65.SR_stool.fasta,43-1,2.25,19.03046794,Collinsella sp.,14,59,34,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_N11x65.SR_stool.fasta,43-1,3.25,21.2011833,Collinsella sp.,14,59,46,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_N11x65.SR_stool.fasta,43-1,3.916666667,23.63065551,Collinsella sp.,14,59,54,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_N11x65.SR_stool.fasta,43-1,4.916666667,41.47111586,Collinsella sp.,14,59,66,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_N11x65.SR_stool.fasta,43-1,5.5,42.68688837,Collinsella sp.,14,59,73,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-1_N14xbin.47.SR_stool.fasta,39-1,0.25,1.037677531,Coprococcus phoceensis,8,21,14,11,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
17-1_36_stoolx90.SR_stool.fasta,17-1,0.25,5.264045568,Coprococcus phoceensis,8,21,16,13,13,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
47-1_17xbin.43.SR_stool.fasta,47-1,0.833333333,6.119098748,Dorea longicatena,5,22,17,7,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
47-2_13xbin.61.SR_stool.fasta,47-2,0.833333333,7.1810947,Dorea longicatena,5,22,17,7,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
47-2_13xbin.61.SR_stool.fasta,47-2,2.5,10.25611868,Dorea longicatena,5,22,37,7,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_N11_DP_BAPcstx43-1_N11_DP_BAPcst.001.SR_plate.fasta,43-1,0.416666667,0,Enterococcus avium,8,24,12,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_N11_DP_BAPcstx43-1_N11_DP_BAPcst.001.SR_plate.fasta,43-1,1.416666667,0,Enterococcus avium,8,24,24,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-1_14_DPx9.LR_plate.fasta,20-1,0.25,2.024944428,Enterococcus avium,8,24,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_11_DP_BAPcstx3.SR_plate.fasta,20-2,0.166666667,12.72490805,Enterococcus avium,8,24,12,10,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_11_DP_BAPcstx3.SR_plate.fasta,20-2,0.416666667,13.75231876,Enterococcus avium,8,24,15,10,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-1_N14_DP_BAPcstx5.SR_plate.fasta,39-1,0.25,1.292778439,Enterococcus faecalis,12,37,14,11,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-2_24_BAPx39-2_24_BAP.001.SR_plate.fasta,39-2,1.083333333,4.68435779,Enterococcus faecalis,12,37,14,1,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
40-2_6x2.LR_stool.fasta,40-2,0.833333333,21.3578863,Enterococcus faecalis,12,37,16,6,13,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
40-1_6x40-1_early__40-1_6.004.LR_stool.fasta,40-1,0.75,23.45506998,Enterococcus faecalis,12,37,15,6,13,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_10_CMBcst_WCx17.SR_plate.fasta,29-1,1,30.36544083,Enterococcus faecalis,12,37,18,6,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_10_CMBcst_WCx17.SR_plate.fasta,29-1,1.166666667,33.71289037,Enterococcus faecalis,12,37,20,6,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_15xbin.14.SR_stool.fasta,20-2,0.083333333,0,Erysipelatoclostridium ramosum,12,31,12,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_15xbin.14.SR_stool.fasta,20-2,0.25,0,Erysipelatoclostridium ramosum,12,31,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_15xbin.14.SR_stool.fasta,20-2,0.333333333,0,Erysipelatoclostridium ramosum,12,31,15,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_47x29-1_47_WC_29-1_47_WC.003.LR_plate.fasta,29-1,0.333333333,20.70013522,Erysipelatoclostridium ramosum,12,31,15,11,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
14-1_6_stoolx2.SR_stool.fasta,14-1,0.416666667,28.45385326,Erysipelatoclostridium ramosum,12,31,14,9,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_47x29-1_47_WC_29-1_47_WC.003.LR_plate.fasta,29-1,0.5,33.17386958,Erysipelatoclostridium ramosum,12,31,17,11,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-2_10x29-2_early__29-2_10.008.LR_stool.fasta,29-2,0.916666667,9.011333393,Escherichia coli,5,14,17,6,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
08-2_11x23.LR_stool.fasta,2-Aug,0.416666667,2.216091275,Eubacterium sp.,7,15,14,9,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
47-2_37_stoolx47-2_37_stool.017.SR_stool.fasta,47-2,2.5,6.134657493,Eubacterium sp.,7,15,37,7,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_11x43-1_early__43-1_11.002.LR_stool.fasta,43-1,0.416666667,0,Faecalibacterium prausnitzii,30,87,12,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
17-1_13_stoolxbin.40_sub.SR_stool.fasta,17-1,0.25,0,Faecalibacterium prausnitzii,30,87,16,13,13,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
17-1_N10_stoolx17-1_N10_stool.012_sub.SR_stool.fasta,17-1,0.25,0,Faecalibacterium prausnitzii,30,87,16,13,13,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-2_N17x29-2_N17.002.SR_stool.fasta,29-2,0.25,0,Faecalibacterium prausnitzii,30,87,17,14,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
19-1_10x19-1_10.005_sub.SR_stool.fasta,19-1,0.5,1.000741347,Faecalibacterium prausnitzii,30,87,16,10,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-2_10x39-2_early__39-2_10.007_sub.LR_stool.fasta,39-2,0.25,2.003828764,Faecalibacterium prausnitzii,30,87,13,10,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
19-1_10x19-1_10.005_sub.SR_stool.fasta,19-1,2.083333333,3.002194031,Faecalibacterium prausnitzii,30,87,35,10,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-2_10x39-2_early__39-2_10.007_sub.LR_stool.fasta,39-2,0.333333333,3.006115166,Faecalibacterium prausnitzii,30,87,14,10,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
08-2_11x51.SR_stool.fasta,2-Aug,0.25,3.011670101,Faecalibacterium prausnitzii,30,87,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_10x18.SR_stool.fasta,29-1,0.416666667,3.017433469,Faecalibacterium prausnitzii,30,87,15,10,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_10x18.SR_stool.fasta,29-1,0.583333333,5.028963691,Faecalibacterium prausnitzii,30,87,17,10,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
19-2_10x7.LR_stool.fasta,19-2,2.166666667,8.004369265,Faecalibacterium prausnitzii,30,87,36,10,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-2_10x39-2_early__39-2_10.007_sub.LR_stool.fasta,39-2,0.666666667,8.023853809,Faecalibacterium prausnitzii,30,87,18,10,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_10x18.SR_stool.fasta,29-1,0.666666667,9.052995898,Faecalibacterium prausnitzii,30,87,18,10,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_10x18.SR_stool.fasta,29-1,0.833333333,11.06522609,Faecalibacterium prausnitzii,30,87,20,10,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-1_11x31.SR_stool.fasta,20-1,0.25,13.5938392,Faecalibacterium prausnitzii,30,87,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_11x20-2_11.003.SR_stool.fasta,20-2,0.25,14.76229834,Faecalibacterium prausnitzii,30,87,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_11x43-1_early__43-1_11.002.LR_stool.fasta,43-1,0.583333333,16.31419883,Faecalibacterium prausnitzii,30,87,14,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_11x20-2_11.003.SR_stool.fasta,20-2,0.333333333,21.02297084,Faecalibacterium prausnitzii,30,87,15,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_11x20-2_11.003.SR_stool.fasta,20-2,0.583333333,45.06036274,Faecalibacterium prausnitzii,30,87,18,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_11x20-2_11.003.SR_stool.fasta,20-2,0.916666667,71.16621468,Faecalibacterium prausnitzii,30,87,22,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
19-1_N16_DP_BAPcstx19-1_N16_DP_BAPcst.004.SR_plate.fasta,19-1,0.333333333,0,Flavonifractor plautii,9,20,16,12,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-2_10_stoolxbin.40.SR_stool.fasta,39-2,0.833333333,1.647283081,Flavonifractor plautii,9,20,13,3,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
39-1_N11x39-1_N11.017.SR_stool.fasta,39-1,0.25,2.109884478,Flavonifractor plautii,9,20,14,11,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_13x30.SR_stool.fasta,29-1,0.166666667,1.057486789,Hungatella hathewayi,5,11,15,13,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
14-1_N14_stoolxbin.26.SR_stool.fasta,14-1,0.25,13.58807654,Hungatella hathewayi,5,11,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_14xbin.16.SR_stool.fasta,29-1,0.25,8.575477755,Lachnospiraceae bacterium,7,19,17,14,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-2_10x14.LR_stool.fasta,29-2,0.916666667,0,Lacticaseibacillus rhamnosus,6,21,17,6,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_12x12.LR_stool.fasta,29-1,1,0,Lacticaseibacillus rhamnosus,6,21,18,6,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_N9_DP_LKVx1.SR_plate.fasta,20-2,1.416666667,2.012999642,Lacticaseibacillus rhamnosus,6,21,22,5,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-2_7_stoolx43-2_7_stool.002.SR_stool.fasta,43-2,0.666666667,0,Mediterraneibacter faecis,8,27,15,7,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_8x29_sub.SR_stool.fasta,43-1,0.666666667,3.449639314,Mediterraneibacter faecis,8,27,16,8,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_11xbin.4.SR_stool.fasta,29-1,0.333333333,11.13579218,Mediterraneibacter faecis,8,27,15,11,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_11xbin.4.SR_stool.fasta,29-1,0.583333333,13.16150816,Mediterraneibacter faecis,8,27,18,11,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_11xbin.4.SR_stool.fasta,29-1,0.75,25.31798594,Mediterraneibacter faecis,8,27,20,11,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
29-1_11xbin.4.SR_stool.fasta,29-1,1,32.43392018,Mediterraneibacter faecis,8,27,23,11,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,0.416666667,0,Parabacteroides distasonis,11,57,12,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
8-2_14_DP_LKVx65.SR_plate.fasta,2-Aug,0.416666667,0,Parabacteroides distasonis,11,57,14,9,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,0.583333333,0,Parabacteroides distasonis,11,57,14,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-2_12x8.LR_stool.fasta,43-2,0.583333333,0,Parabacteroides distasonis,11,57,15,8,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-2_12x8.LR_stool.fasta,43-2,2.333333333,0,Parabacteroides distasonis,11,57,36,8,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
8-2_14_DP_LKVx65.SR_plate.fasta,2-Aug,2.25,0,Parabacteroides distasonis,11,57,36,9,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
8-2_14_DP_LKVx65.SR_plate.fasta,2-Aug,7.166666667,0,Parabacteroides distasonis,11,57,95,9,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
08-1_97x8-1_late__08-1_97.013.LR_stool.fasta,1-Aug,2.5,2.010821488,Parabacteroides distasonis,11,57,36,6,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,20-2,0.25,2.208283995,Parabacteroides distasonis,11,57,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
47-1_N13x47-1_N13.023.SR_stool.fasta,47-1,2,5.078788939,Parabacteroides distasonis,11,57,37,13,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,20-2,0.333333333,5.481374205,Parabacteroides distasonis,11,57,15,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-1_35_stoolx96.SR_stool.fasta,20-1,0.25,7.64413855,Parabacteroides distasonis,11,57,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,20-2,0.583333333,7.663153645,Parabacteroides distasonis,11,57,18,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
14-1_6x14-1_early__14-1_6.016.LR_stool.fasta,14-1,7.416666667,9.415782189,Parabacteroides distasonis,11,57,95,6,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-1_35_stoolx96.SR_stool.fasta,20-1,2,9.556691964,Parabacteroides distasonis,11,57,35,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,20-2,2,13.87010898,Parabacteroides distasonis,11,57,35,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,0.75,16.07659079,Parabacteroides distasonis,11,57,16,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,0.833333333,17.08136815,Parabacteroides distasonis,11,57,17,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,20-2,3,28.2045384,Parabacteroides distasonis,11,57,47,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-1_35_stoolx96.SR_stool.fasta,20-1,7.166666667,30.8784955,Parabacteroides distasonis,11,57,97,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,1.416666667,35.20204232,Parabacteroides distasonis,11,57,24,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,2.25,39.22613683,Parabacteroides distasonis,11,57,34,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,2.75,42.31172078,Parabacteroides distasonis,11,57,40,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,3.25,46.49702701,Parabacteroides distasonis,11,57,46,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,20-2,3.583333333,54.16429065,Parabacteroides distasonis,11,57,54,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,20-2,4.416666667,62.15336941,Parabacteroides distasonis,11,57,64,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,3.916666667,63.71314659,Parabacteroides distasonis,11,57,54,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,4.916666667,71.84437366,Parabacteroides distasonis,11,57,66,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,5.5,74.89250636,Parabacteroides distasonis,11,57,73,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,6.166666667,75.89943668,Parabacteroides distasonis,11,57,81,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_17xbin.43.SR_stool.fasta,43-1,6.916666667,77.95353858,Parabacteroides distasonis,11,57,90,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,20-2,5.416666667,88.87382605,Parabacteroides distasonis,11,57,76,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,20-2,6.416666667,100.3952042,Parabacteroides distasonis,11,57,88,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_13_LKVx20-2_13_LKV.002.SR_plate.fasta,20-2,7.166666667,101.4050005,Parabacteroides distasonis,11,57,97,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_14x16.SR_stool.fasta,20-2,0.083333333,0,Phocaeicola vulgatus,10,53,12,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_14x16.SR_stool.fasta,20-2,0.166666667,0,Phocaeicola vulgatus,10,53,13,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
14-1_6xbin.8.LR_stool.fasta,14-1,0.666666667,0,Phocaeicola vulgatus,10,53,14,6,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-1_11xbin.30.SR_stool.fasta,20-1,0.25,0,Phocaeicola vulgatus,10,53,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-1_11xbin.30.SR_stool.fasta,20-1,2,0,Phocaeicola vulgatus,10,53,35,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
8-2_11_DP_BAPcstx10.SR_plate.fasta,2-Aug,2.25,0,Phocaeicola vulgatus,10,53,36,9,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_14x16.SR_stool.fasta,20-2,0.25,1.005945538,Phocaeicola vulgatus,10,53,14,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_12_LKVxbin.5_sub.SR_plate.fasta,43-1,0.416666667,1.008299186,Phocaeicola vulgatus,10,53,12,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_12_LKVxbin.5_sub.SR_plate.fasta,43-1,0.75,2.034089539,Phocaeicola vulgatus,10,53,16,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
20-2_14x16.SR_stool.fasta,20-2,0.333333333,3.024647304,Phocaeicola vulgatus,10,53,15,11,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_12_LKVxbin.5_sub.SR_plate.fasta,43-1,0.833333333,4.134310047,Phocaeicola vulgatus,10,53,17,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
47-1_N13_DP_BAPcstxbin.7.SR_plate.fasta,47-1,6.75,6.004840034,Phocaeicola vulgatus,10,53,88,7,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-2_12x54.SR_stool.fasta,43-2,0.583333333,6.895989309,Phocaeicola vulgatus,10,53,15,8,12,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
47-2_17_DPx39.LR_plate.fasta,47-2,2,10.43715108,Phocaeicola vulgatus,10,53,37,13,14,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
43-1_12_LKVxbin.5_sub.SR_plate.fasta,43-1,2.25,10.5664795,Phocaeicola vulgatus,10,53,34,7,11,before,after,"02 Colonized before WN, timepoint after WN",04 Before weaning
