MAG,LoPthruTP2,Aggregate_Adjusted_popSNP_Count,First_TP,TP2,LastMOL_lqfood,Initial_Colonization,Group
39-1_36_LKVx9.SR_plate.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_36_LKVx9.SR_plate.fasta,4.833333333,14.721,36,94,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_36_stoolx39-1_36_stool.022.SR_stool.fasta,0,0,14,14,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_36_stoolx39-1_36_stool.022.SR_stool.fasta,1.833333333,16.489,14,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_36_stoolx39-1_36_stool.033.SR_stool.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_36_stoolx39-1_36_stool.033.SR_stool.fasta,4.833333333,3.655,36,94,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_36x65.LR_stool.fasta,0,0,8,8,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_36x65.LR_stool.fasta,0.25,1.758,8,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_36x65.LR_stool.fasta,0.5,6.156,8,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-1_36x65.LR_stool.fasta,2.333333333,7.036,8,36,12,Before weaning,"Colonized before WN, timepoint after WN"
39-1_8_BAPxbin.2.SR_plate.fasta,0,0,8,8,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_8_BAPxbin.2.SR_plate.fasta,0.25,0,8,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_8_BAPxbin.2.SR_plate.fasta,0.5,0,8,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-1_8_BAPxbin.2.SR_plate.fasta,2.333333333,2.762,8,36,12,Before weaning,"Colonized before WN, timepoint after WN"
39-1_8x5.SR_stool.fasta,0,0,8,8,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_8x5.SR_stool.fasta,0.25,6.089,8,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_8x56.SR_stool.fasta,0,0,8,8,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_8x56.SR_stool.fasta,0.25,7.687,8,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_8xbin.18_sub.SR_stool.fasta,0,0,8,8,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_8xbin.18_sub.SR_stool.fasta,0.5,2.545,8,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-1_94x121.SR_stool.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_94x121.SR_stool.fasta,4.833333333,17.442,36,94,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_94xbin.28.SR_stool.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_94xbin.28.SR_stool.fasta,4.833333333,9.723,36,94,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_N11_DP_BAPcstx22.SR_plate.fasta,0,0,8,8,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_N11_DP_BAPcstx22.SR_plate.fasta,0.25,6.491,8,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_N11_DP_LKVx39-1_N11_DP_LKV.002.SR_plate.fasta,0,0,11,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_N11_DP_LKVx39-1_N11_DP_LKV.002.SR_plate.fasta,0.25,0,11,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-1_N11x39-1_N11.017.SR_stool.fasta,0,0,11,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_N11x39-1_N11.017.SR_stool.fasta,0.25,1.611,11,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-1_N14_DP_BAPcstx5.SR_plate.fasta,0,0,11,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_N14_DP_BAPcstx5.SR_plate.fasta,0.25,1.56,11,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-1_N14_DP_LKVx39-1_N14_DP_LKV.002.SR_plate.fasta,0,0,14,14,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_N14_DP_LKVx39-1_N14_DP_LKV.002.SR_plate.fasta,1.833333333,0,14,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_N14_DP_LKVx39-1_N14_DP_LKV.002.SR_plate.fasta,6.666666667,0,14,94,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_N14x39-1_N14.006.SR_stool.fasta,0,0,11,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_N14x39-1_N14.006.SR_stool.fasta,0.25,22.908,11,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-1_N14x68.SR_stool.fasta,0,0,14,14,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_N14x68.SR_stool.fasta,1.833333333,8.873,14,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-1_N14xbin.47.SR_stool.fasta,0,0,11,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-1_N14xbin.47.SR_stool.fasta,0.25,1.062,11,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_1_BAPx39-2_1_BAP.005_sub.SR_plate.fasta,0,0,1,1,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_1_BAPx39-2_1_BAP.005_sub.SR_plate.fasta,0.166666667,6.453,1,3,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10_LKVxbin.1.SR_plate.fasta,0,0,3,3,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10_LKVxbin.1.SR_plate.fasta,0.333333333,0.927,3,7,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10_LKVxbin.1.SR_plate.fasta,0.666666667,2.779,3,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10_LKVxbin.1.SR_plate.fasta,0.833333333,3.706,3,13,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_10_LKVxbin.1.SR_plate.fasta,1.25,6.485,3,18,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_10_LKVxbin.1.SR_plate.fasta,1.75,8.09,3,24,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_10_LKVxbin.1.SR_plate.fasta,2.75,13.651,3,36,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_10_LKVxbin.1.SR_plate.fasta,3.666666667,19.23,3,47,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_10_LKVxbin.1.SR_plate.fasta,5.25,22.961,3,66,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_10_LKVxbin.1.SR_plate.fasta,5.916666667,25.651,3,74,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_10_LKVxbin.1.SR_plate.fasta,7.083333333,27.508,3,88,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_10_stoolxbin.14.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10_stoolxbin.14.SR_stool.fasta,0.083333333,0,10,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10_stoolxbin.39_sub.SR_stool.fasta,0,0,8,8,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10_stoolxbin.39_sub.SR_stool.fasta,0.166666667,0,8,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10_stoolxbin.39_sub.SR_stool.fasta,0.25,0,8,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10_stoolxbin.40.SR_stool.fasta,0,0,3,3,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10_stoolxbin.40.SR_stool.fasta,0.333333333,0,3,7,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10_stoolxbin.40.SR_stool.fasta,0.833333333,1.268,3,13,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_10x21.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10x21.LR_stool.fasta,0.083333333,1.124,10,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10x39-2_early__39-2_10.007_sub.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_10x39-2_early__39-2_10.007_sub.LR_stool.fasta,0.25,2.05,10,13,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_10x39-2_early__39-2_10.007_sub.LR_stool.fasta,0.333333333,3.075,10,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_10x39-2_early__39-2_10.007_sub.LR_stool.fasta,0.666666667,8.208,10,18,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_11x26.LR_stool.fasta,0,0,8,8,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_11x26.LR_stool.fasta,0.166666667,8.612,8,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_11x39-2_early__39-2_11.010.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_11x39-2_early__39-2_11.010.LR_stool.fasta,0.083333333,0,10,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_13xbin.1.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_13xbin.1.SR_stool.fasta,0.25,10.331,10,13,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_13xbin.27.SR_stool.fasta,0,0,13,13,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_13xbin.27.SR_stool.fasta,0.083333333,0,13,14,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_13xbin.27.SR_stool.fasta,0.416666667,0,13,18,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_13xbin.48.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_13xbin.48.SR_stool.fasta,0.083333333,0,10,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_13xbin.48.SR_stool.fasta,0.25,2.033,10,13,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_13xbin.48.SR_stool.fasta,0.333333333,3.317,10,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_13xbin.48.SR_stool.fasta,0.833333333,12.633,10,20,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_13xbin.48.SR_stool.fasta,1.166666667,17.285,10,24,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_13xbin.48.SR_stool.fasta,2.166666667,19.769,10,36,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_14x13.LR_stool.fasta,0,0,11,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_14x13.LR_stool.fasta,0.25,0,11,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_14x33_sub.LR_stool.fasta,0,0,13,13,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_14x33_sub.LR_stool.fasta,0.083333333,3.739,13,14,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_14x33_sub.LR_stool.fasta,1.916666667,18.532,13,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_14x43.LR_stool.fasta,0,0,7,7,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_14x43.LR_stool.fasta,0.25,9.775,7,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_14x43.LR_stool.fasta,0.333333333,11.795,7,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_14x44.LR_stool.fasta,0,0,13,13,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_14x44.LR_stool.fasta,0.083333333,0,13,14,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_14x48.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_14x48.LR_stool.fasta,0.083333333,1.779,10,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_14x48.LR_stool.fasta,0.333333333,2.945,10,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_14x48.LR_stool.fasta,0.666666667,4.102,10,18,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_14x48.LR_stool.fasta,3.5,5.582,10,52,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_14x9.LR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_14x9.LR_stool.fasta,0.083333333,1.824,10,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_14x9.LR_stool.fasta,0.333333333,5.596,10,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_14xbin.26.LR_stool.fasta,0,0,13,13,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_14xbin.26.LR_stool.fasta,0.083333333,1.253,13,14,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_14xbin.5.LR_stool.fasta,0,0,13,13,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_14xbin.5.LR_stool.fasta,0.083333333,0,13,14,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_14xbin.5.LR_stool.fasta,0.583333333,0,13,20,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_18xbin.27.LR_stool.fasta,0,0,11,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_18xbin.27.LR_stool.fasta,0.166666667,6.058,11,13,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_1x20.SR_stool.fasta,0,0,1,1,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_1x20.SR_stool.fasta,0.166666667,0,1,3,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_20x20.LR_stool.fasta,0,0,13,13,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20x20.LR_stool.fasta,0.083333333,0,13,14,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20x20.LR_stool.fasta,0.583333333,3.41,13,20,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20x29_sub.SR_stool.fasta,0,0,10,10,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_20x29_sub.SR_stool.fasta,0.083333333,4.079,10,11,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_20x29_sub.SR_stool.fasta,0.333333333,9.097,10,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_20x39-2_20.005.SR_stool.fasta,0,0,13,13,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20x39-2_20.005.SR_stool.fasta,0.416666667,0.976,13,18,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20x39-2_20.005.SR_stool.fasta,0.583333333,4.875,13,20,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20x39-2_20.005.SR_stool.fasta,0.916666667,13.67,13,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20x39-2_20.005.SR_stool.fasta,1.916666667,31.226,13,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20x39-2_20.005.SR_stool.fasta,5.083333333,39.366,13,74,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20x48.SR_stool.fasta,0,0,8,8,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_20x48.SR_stool.fasta,1,8.045,8,20,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_20xbin.20.SR_stool.fasta,0,0,13,13,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20xbin.20.SR_stool.fasta,0.083333333,1.221,13,14,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20xbin.32.SR_stool.fasta,0,0,18,18,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_20xbin.32.SR_stool.fasta,0.166666667,3.887,18,20,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24_BAPx39-2_24_BAP.001.SR_plate.fasta,0,0,1,1,12,Before weaning,"Colonized before WN, timepoint before WN"
39-2_24_BAPx39-2_24_BAP.001.SR_plate.fasta,1.083333333,4.781,1,14,12,Before weaning,"Colonized before WN, timepoint after WN"
39-2_24x15.SR_stool.fasta,0,0,20,20,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x15.SR_stool.fasta,1.333333333,0,20,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x15.SR_stool.fasta,1.75,2.122,20,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x15.SR_stool.fasta,2.25,12.041,20,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x39-2_24.001.SR_stool.fasta,0,0,24,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x39-2_24.001.SR_stool.fasta,1,0.745,24,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x39-2_24.001.SR_stool.fasta,1.416666667,2.46,24,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x48.SR_stool.fasta,0,0,24,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x48.SR_stool.fasta,1,0,24,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x91.SR_stool.fasta,0,0,20,20,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x91.SR_stool.fasta,1.333333333,0,20,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x91.SR_stool.fasta,1.75,16.487,20,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x91.SR_stool.fasta,2.25,20.243,20,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x91.SR_stool.fasta,5.666666667,34.117,20,88,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24x91.SR_stool.fasta,6.166666667,37.843,20,94,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24xbin.14_sub.SR_stool.fasta,0,0,13,13,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24xbin.14_sub.SR_stool.fasta,0.083333333,0,13,14,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24xbin.32.SR_stool.fasta,0,0,18,18,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24xbin.32.SR_stool.fasta,0.166666667,2.692,18,20,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24xbin.32.SR_stool.fasta,0.5,12.238,18,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_24xbin.32.SR_stool.fasta,1.5,18.749,18,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x37.LR_stool.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x37.LR_stool.fasta,0.916666667,0,36,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.006.SR_stool.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.006.SR_stool.fasta,0.916666667,6.995,36,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.006.SR_stool.fasta,1.333333333,11.206,36,52,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.006.SR_stool.fasta,2.5,20.882,36,66,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.007.SR_stool.fasta,0,0,20,20,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.007.SR_stool.fasta,0.333333333,3.181,20,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.024.SR_stool.fasta,0,0,24,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.024.SR_stool.fasta,1,4.236,24,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.024.SR_stool.fasta,1.416666667,12.675,24,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.024.SR_stool.fasta,2.333333333,16.89,24,52,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.036.SR_stool.fasta,0,0,13,13,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.036.SR_stool.fasta,2.333333333,7.412,13,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x39-2_36.036.SR_stool.fasta,3.25,13.209,13,52,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x57.SR_stool.fasta,0,0,24,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x57.SR_stool.fasta,1,0,24,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x57.SR_stool.fasta,1.916666667,0,24,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36x57.SR_stool.fasta,5.833333333,0,24,94,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36xbin.4_sub.SR_stool.fasta,0,0,24,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36xbin.4_sub.SR_stool.fasta,1,0,24,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36xbin.56.SR_stool.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36xbin.56.SR_stool.fasta,0.916666667,0,36,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36xbin.93.SR_stool.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36xbin.93.SR_stool.fasta,0.416666667,0,36,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36xbin.93.SR_stool.fasta,0.916666667,12.355,36,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36xbin.93.SR_stool.fasta,1.333333333,19.531,36,52,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36xbin.93.SR_stool.fasta,4.333333333,37.137,36,88,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_36xbin.93.SR_stool.fasta,4.833333333,53.173,36,94,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41_BAPx39-2_41_BAP.001.SR_plate.fasta,0,0,20,20,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41_BAPx39-2_41_BAP.001.SR_plate.fasta,0.333333333,0,20,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41_BAPx39-2_41_BAP.001.SR_plate.fasta,1.333333333,0,20,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41_BAPx39-2_41_BAP.001.SR_plate.fasta,1.75,9.339,20,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41_BAPx39-2_41_BAP.001.SR_plate.fasta,2.25,9.957,20,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41_BAPx39-2_41_BAP.001.SR_plate.fasta,6.166666667,12.975,20,94,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x11_sub.SR_stool.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x11_sub.SR_stool.fasta,0.416666667,0,36,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x11_sub.SR_stool.fasta,0.916666667,0,36,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x11_sub.SR_stool.fasta,3.166666667,0,36,74,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x118.SR_stool.fasta,0,0,41,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x118.SR_stool.fasta,0.5,3.056,41,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x118.SR_stool.fasta,2.083333333,6.495,41,66,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x39-2_41.006.SR_stool.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x39-2_41.006.SR_stool.fasta,0.416666667,2.77,36,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x39-2_41.006.SR_stool.fasta,0.916666667,4.283,36,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x39-2_41.006.SR_stool.fasta,3.166666667,8.297,36,74,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x5.SR_stool.fasta,0,0,18,18,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x5.SR_stool.fasta,1.5,9.252,18,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x5.SR_stool.fasta,1.916666667,13.893,18,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x53.SR_stool.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x53.SR_stool.fasta,0.916666667,0,36,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x53.SR_stool.fasta,2.5,4.746,36,66,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x97.SR_stool.fasta,0,0,24,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x97.SR_stool.fasta,1.416666667,1.754,24,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41x97.SR_stool.fasta,1.916666667,14.924,24,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41xbin.10_sub.SR_stool.fasta,0,0,41,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_41xbin.10_sub.SR_stool.fasta,0.916666667,4.931,41,52,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47_WCx11.SR_plate.fasta,0,0,24,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47_WCx11.SR_plate.fasta,1,3.095,24,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47_WCx11.SR_plate.fasta,1.416666667,12.097,24,41,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47_WCx11.SR_plate.fasta,1.916666667,15.909,24,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47_WCx11.SR_plate.fasta,2.333333333,17.877,24,52,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47_WCx11.SR_plate.fasta,5.833333333,27.075,24,94,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47x102.SR_stool.fasta,0,0,47,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47x102.SR_stool.fasta,0.416666667,0,47,52,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47x102.SR_stool.fasta,2.25,0,47,74,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47x122_sub.SR_stool.fasta,0,0,47,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47x122_sub.SR_stool.fasta,0.416666667,11.265,47,52,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47x133.SR_stool.fasta,0,0,20,20,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47x133.SR_stool.fasta,0.333333333,1.397,20,24,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47x133.SR_stool.fasta,1.333333333,6.869,20,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47x133.SR_stool.fasta,5.666666667,10.274,20,88,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47xbin.30.SR_stool.fasta,0,0,36,36,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47xbin.30.SR_stool.fasta,0.916666667,11.779,36,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47xbin.30.SR_stool.fasta,1.333333333,15.583,36,52,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47xbin.32.SR_stool.fasta,0,0,47,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47xbin.32.SR_stool.fasta,3.416666667,1.849,47,88,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47xbin.81.SR_stool.fasta,0,0,47,47,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47xbin.81.SR_stool.fasta,1.583333333,0,47,66,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47xbin.81.SR_stool.fasta,2.25,1.472,47,74,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47xbin.81.SR_stool.fasta,3.416666667,2.929,47,88,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47xbin.81.SR_stool.fasta,3.916666667,12.96,47,94,12,After weaning,"Colonized after WN, timepoint after WN"
39-2_47xbin.98_sub.SR_stool.fasta,0,0,41,41,12,After weaning,"Colonized after WN, timepoint after WN"
